hedef,ufuk,sera,esik_turu,kural,esik,yon,risk,aksiyon,kisit,guven,guven_gerekce,aralik_genislik,kaynak
t_slab2,3h,Digilog,ZARF,t_slab2 > 26.800,26.8,yuksek,Bu seranin normal calisma araliginin ustune cikiyor,Sulama ile kok bolgesini serinlet,Su sicakligi ani dusurulmemeli,KALITATIF,"kapsama 0.87, aralik/deger %12",2.676,veri (sera p5-p95)
t_slab2,3h,Digilog,ZARF,t_slab2 < 18.400,18.4,dusuk,Bu seranin normal calisma araliginin altina iniyor,Kok bolgesi isitmasini artir,"Substrat sicakligi yavas tepki verir, erken mudahale gerekir",KALITATIF,"kapsama 0.87, aralik/deger %12",2.676,veri (sera p5-p95)
t_slab2,3h,IUACAAS,ZARF,t_slab2 > 26.400,26.4,yuksek,Bu seranin normal calisma araliginin ustune cikiyor,Sulama ile kok bolgesini serinlet,Su sicakligi ani dusurulmemeli,KALITATIF,"kapsama 0.87, aralik/deger %12",2.676,veri (sera p5-p95)
t_slab2,3h,IUACAAS,ZARF,t_slab2 < 18.300,18.3,dusuk,Bu seranin normal calisma araliginin altina iniyor,Kok bolgesi isitmasini artir,"Substrat sicakligi yavas tepki verir, erken mudahale gerekir",KALITATIF,"kapsama 0.87, aralik/deger %12",2.676,veri (sera p5-p95)
t_slab2,3h,Reference,ZARF,t_slab2 > 27.300,27.3,yuksek,Bu seranin normal calisma araliginin ustune cikiyor,Sulama ile kok bolgesini serinlet,Su sicakligi ani dusurulmemeli,KALITATIF,"kapsama 0.87, aralik/deger %12",2.676,veri (sera p5-p95)
t_slab2,3h,Reference,ZARF,t_slab2 < 20.400,20.4,dusuk,Bu seranin normal calisma araliginin altina iniyor,Kok bolgesi isitmasini artir,"Substrat sicakligi yavas tepki verir, erken mudahale gerekir",KALITATIF,"kapsama 0.87, aralik/deger %12",2.676,veri (sera p5-p95)
t_slab2,3h,TheAutomators,ZARF,t_slab2 > 25.100,25.1,yuksek,Bu seranin normal calisma araliginin ustune cikiyor,Sulama ile kok bolgesini serinlet,Su sicakligi ani dusurulmemeli,KALITATIF,"kapsama 0.87, aralik/deger %12",2.676,veri (sera p5-p95)
t_slab2,3h,TheAutomators,ZARF,t_slab2 < 19.700,19.7,dusuk,Bu seranin normal calisma araliginin altina iniyor,Kok bolgesi isitmasini artir,"Substrat sicakligi yavas tepki verir, erken mudahale gerekir",KALITATIF,"kapsama 0.87, aralik/deger %12",2.676,veri (sera p5-p95)
t_slab2,3h,TUMU,HASAR,t_slab2 < 12.0,12.0,dusuk,Kok bolgesi cok soguk: su ve besin alimi durur,Kok bolgesi isitmasini artir,"Substrat sicakligi yavas tepki verir, erken mudahale gerekir",KALITATIF,"kapsama 0.87, aralik/deger %12",2.676,literatur (TASLAK — teyit edilecek)
t_slab2,3h,TUMU,HASAR,t_slab2 > 30.0,30.0,yuksek,"Kok bolgesi cok sicak: kok solunumu artar, oksijen azalir",Sulama ile kok bolgesini serinlet,Su sicakligi ani dusurulmemeli,KALITATIF,"kapsama 0.87, aralik/deger %12",2.676,literatur (TASLAK — teyit edilecek)
t_slab2,6h,AICU,ZARF,t_slab2 > 25.800,25.8,yuksek,Bu seranin normal calisma araliginin ustune cikiyor,Sulama ile kok bolgesini serinlet,Su sicakligi ani dusurulmemeli,KALITATIF,"kapsama 0.90, aralik/deger %16",3.505,veri (sera p5-p95)
t_slab2,6h,AICU,ZARF,t_slab2 < 20.300,20.3,dusuk,Bu seranin normal calisma araliginin altina iniyor,Kok bolgesi isitmasini artir,"Substrat sicakligi yavas tepki verir, erken mudahale gerekir",KALITATIF,"kapsama 0.90, aralik/deger %16",3.505,veri (sera p5-p95)
t_slab2,6h,Automatoes,ZARF,t_slab2 > 29.800,29.8,yuksek,Bu seranin normal calisma araliginin ustune cikiyor,Sulama ile kok bolgesini serinlet,Su sicakligi ani dusurulmemeli,KALITATIF,"kapsama 0.90, aralik/deger %16",3.505,veri (sera p5-p95)
t_slab2,6h,Automatoes,ZARF,t_slab2 < 19.000,19.0,dusuk,Bu seranin normal calisma araliginin altina iniyor,Kok bolgesi isitmasini artir,"Substrat sicakligi yavas tepki verir, erken mudahale gerekir",KALITATIF,"kapsama 0.90, aralik/deger %16",3.505,veri (sera p5-p95)
t_slab2,6h,Digilog,ZARF,t_slab2 > 26.800,26.8,yuksek,Bu seranin normal calisma araliginin ustune cikiyor,Sulama ile kok bolgesini serinlet,Su sicakligi ani dusurulmemeli,KALITATIF,"kapsama 0.90, aralik/deger %16",3.505,veri (sera p5-p95)
t_slab2,6h,Digilog,ZARF,t_slab2 < 18.400,18.4,dusuk,Bu seranin normal calisma araliginin altina iniyor,Kok bolgesi isitmasini artir,"Substrat sicakligi yavas tepki verir, erken mudahale gerekir",KALITATIF,"kapsama 0.90, aralik/deger %16",3.505,veri (sera p5-p95)
t_slab2,6h,IUACAAS,ZARF,t_slab2 > 26.400,26.4,yuksek,Bu seranin normal calisma araliginin ustune cikiyor,Sulama ile kok bolgesini serinlet,Su sicakligi ani dusurulmemeli,KALITATIF,"kapsama 0.90, aralik/deger %16",3.505,veri (sera p5-p95)
t_slab2,6h,IUACAAS,ZARF,t_slab2 < 18.300,18.3,dusuk,Bu seranin normal calisma araliginin altina iniyor,Kok bolgesi isitmasini artir,"Substrat sicakligi yavas tepki verir, erken mudahale gerekir",KALITATIF,"kapsama 0.90, aralik/deger %16",3.505,veri (sera p5-p95)
t_slab2,6h,Reference,ZARF,t_slab2 > 27.300,27.3,yuksek,Bu seranin normal calisma araliginin ustune cikiyor,Sulama ile kok bolgesini serinlet,Su sicakligi ani dusurulmemeli,KALITATIF,"kapsama 0.90, aralik/deger %16",3.505,veri (sera p5-p95)
t_slab2,6h,Reference,ZARF,t_slab2 < 20.400,20.4,dusuk,Bu seranin normal calisma araliginin altina iniyor,Kok bolgesi isitmasini artir,"Substrat sicakligi yavas tepki verir, erken mudahale gerekir",KALITATIF,"kapsama 0.90, aralik/deger %16",3.505,veri (sera p5-p95)
t_slab2,6h,TheAutomators,ZARF,t_slab2 > 25.100,25.1,yuksek,Bu seranin normal calisma araliginin ustune cikiyor,Sulama ile kok bolgesini serinlet,Su sicakligi ani dusurulmemeli,KALITATIF,"kapsama 0.90, aralik/deger %16",3.505,veri (sera p5-p95)
t_slab2,6h,TheAutomators,ZARF,t_slab2 < 19.700,19.7,dusuk,Bu seranin normal calisma araliginin altina iniyor,Kok bolgesi isitmasini artir,"Substrat sicakligi yavas tepki verir, erken mudahale gerekir",KALITATIF,"kapsama 0.90, aralik/deger %16",3.505,veri (sera p5-p95)
t_slab2,6h,TUMU,HASAR,t_slab2 < 12.0,12.0,dusuk,Kok bolgesi cok soguk: su ve besin alimi durur,Kok bolgesi isitmasini artir,"Substrat sicakligi yavas tepki verir, erken mudahale gerekir",KALITATIF,"kapsama 0.90, aralik/deger %16",3.505,literatur (TASLAK — teyit edilecek)
t_slab2,6h,TUMU,HASAR,t_slab2 > 30.0,30.0,yuksek,"Kok bolgesi cok sicak: kok solunumu artar, oksijen azalir",Sulama ile kok bolgesini serinlet,Su sicakligi ani dusurulmemeli,KALITATIF,"kapsama 0.90, aralik/deger %16",3.505,literatur (TASLAK — teyit edilecek)
